2026-02-20 18:10:22 | INFO | __main__ | Logging initialized. Log file: logs\hand_gesture.log
2026-02-20 18:10:24 | DEBUG | hand_gesture.controller | Frame 19: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:24 | DEBUG | hand_gesture.controller | Frame 20: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:24 | DEBUG | hand_gesture.controller | Frame 21: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:24 | DEBUG | hand_gesture.controller | Frame 22: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:24 | DEBUG | hand_gesture.controller | Frame 23: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 24: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 25: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 26: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 27: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 28: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 29: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 30: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 31: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 32: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 33: finger_count=0 finger_state=None mapped_action=None task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 34: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | New stability candidate: action=open_task_view
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 35: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=2/8
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 36: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=3/8
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 37: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=4/8
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 38: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=5/8
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 39: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=6/8
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Frame 40: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=False
2026-02-20 18:10:25 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=7/8
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 41: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=False
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=8/8
2026-02-20 18:10:26 | INFO | hand_gesture.controller | Executing action: open_task_view
2026-02-20 18:10:26 | DEBUG | hand_gesture.actions | Requested execute action: open_task_view
2026-02-20 18:10:26 | INFO | hand_gesture.actions | Task View opened.
2026-02-20 18:10:26 | DEBUG | hand_gesture.actions | Action execution completed: open_task_view
2026-02-20 18:10:26 | INFO | hand_gesture.controller | Action executed successfully: open_task_view
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 42: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | New stability candidate: action=open_task_view
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0000 accum_dy=0.0000
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 43: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=2/8
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0144 frame_dy=0.0138 accum_dx=0.0144 accum_dy=0.0138
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 44: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=3/8
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0109 accum_dx=0.0144 accum_dy=0.0247
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 45: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=4/8
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0144 accum_dy=0.0247
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 46: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=5/8
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0144 accum_dy=0.0247
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 47: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=6/8
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0144 accum_dy=0.0247
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 48: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=7/8
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0144 accum_dy=0.0247
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 49: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=8/8
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=1.27s
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0144 accum_dy=0.0247
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 50: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=9/8
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=1.18s
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0144 accum_dy=0.0247
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Frame 51: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=10/8
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=1.08s
2026-02-20 18:10:26 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0144 accum_dy=0.0247
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 52: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=11/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.98s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0107 frame_dy=-0.0113 accum_dx=0.0251 accum_dy=0.0134
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 53: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=12/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.87s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0640 frame_dy=0.0061 accum_dx=0.0891 accum_dy=0.0195
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 54: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=13/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.79s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0073 frame_dy=0.0000 accum_dx=0.0964 accum_dy=0.0195
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 55: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=14/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.69s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=-0.0356 frame_dy=0.1157 accum_dx=0.0608 accum_dy=0.1353
2026-02-20 18:10:27 | DEBUG | hand_gesture.actions | Task View navigated: down
2026-02-20 18:10:27 | INFO | hand_gesture.controller | Task View navigation: direction=down
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 56: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=15/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.61s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0169 frame_dy=-0.0704 accum_dx=0.0169 accum_dy=-0.0704
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 57: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=16/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.56s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0295 frame_dy=-0.0418 accum_dx=0.0463 accum_dy=-0.1121
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 58: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=17/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.48s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0463 accum_dy=-0.1121
2026-02-20 18:10:27 | DEBUG | hand_gesture.actions | Task View navigated: up
2026-02-20 18:10:27 | INFO | hand_gesture.controller | Task View navigation: direction=up
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 59: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=18/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.39s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0000 accum_dy=0.0000
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 60: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=19/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.31s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0000 accum_dy=0.0000
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 61: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=20/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.22s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0000 accum_dy=0.0000
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Frame 62: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=21/8
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.14s
2026-02-20 18:10:27 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0000 accum_dy=0.0000
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 63: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=22/8
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.03s
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=-0.0122 frame_dy=0.0283 accum_dx=-0.0122 accum_dy=0.0283
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 64: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=23/8
2026-02-20 18:10:28 | INFO | hand_gesture.controller | Executing action: open_task_view
2026-02-20 18:10:28 | DEBUG | hand_gesture.actions | Requested execute action: open_task_view
2026-02-20 18:10:28 | DEBUG | hand_gesture.actions | Task View already active, skipping open.
2026-02-20 18:10:28 | DEBUG | hand_gesture.actions | Action execution completed: open_task_view
2026-02-20 18:10:28 | INFO | hand_gesture.controller | Action executed successfully: open_task_view
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0155 frame_dy=-0.0279 accum_dx=0.0033 accum_dy=0.0005
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 65: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | New stability candidate: action=open_task_view
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0033 accum_dy=0.0005
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 66: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=2/8
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0033 accum_dy=0.0005
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 67: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=3/8
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0033 accum_dy=0.0005
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 68: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=4/8
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0508 frame_dy=0.0000 accum_dx=0.0541 accum_dy=0.0005
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 69: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=5/8
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0332 frame_dy=0.0000 accum_dx=0.0872 accum_dy=0.0005
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 70: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=6/8
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0651 frame_dy=0.0000 accum_dx=0.1523 accum_dy=0.0005
2026-02-20 18:10:28 | DEBUG | hand_gesture.actions | Task View navigated: right
2026-02-20 18:10:28 | INFO | hand_gesture.controller | Task View navigation: direction=right
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 71: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=7/8
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0135 frame_dy=0.0078 accum_dx=0.0135 accum_dy=0.0078
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 72: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=8/8
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=1.25s
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0000 frame_dy=0.0000 accum_dx=0.0135 accum_dy=0.0078
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 73: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=9/8
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=1.16s
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=-0.0272 frame_dy=0.0000 accum_dx=-0.0137 accum_dy=0.0078
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Frame 74: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=10/8
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=1.07s
2026-02-20 18:10:28 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=-0.0118 frame_dy=0.0000 accum_dx=-0.0255 accum_dy=0.0078
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Frame 75: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=11/8
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.98s
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=-0.0241 frame_dy=0.0000 accum_dx=-0.0496 accum_dy=0.0078
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Frame 76: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=12/8
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.89s
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=-0.0073 frame_dy=0.0000 accum_dx=-0.0568 accum_dy=0.0078
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Frame 77: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=13/8
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.79s
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=-0.0090 frame_dy=0.0000 accum_dx=-0.0659 accum_dy=0.0078
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Frame 78: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=14/8
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.65s
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=-0.0128 frame_dy=0.0000 accum_dx=-0.0787 accum_dy=0.0078
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Frame 79: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=15/8
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.55s
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0491 frame_dy=0.0000 accum_dx=-0.0296 accum_dy=0.0078
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Frame 80: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=16/8
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.45s
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | TaskView motion: frame_dx=0.0350 frame_dy=0.0095 accum_dx=0.0054 accum_dy=0.0173
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Frame 81: finger_count=1 finger_state=(0, 1, 0, 0, 0) mapped_action=open_task_view task_view_active=True
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Stability tick: action=open_task_view consecutive=17/8
2026-02-20 18:10:29 | DEBUG | hand_gesture.controller | Execution blocked by cooldown: action=open_task_view remaining=0.36s
